Project#,ProjectName,Campus,Building,Fusion#,Floor,Room,RoomName,Latitude,Longitide,GeneralvsFixed,AssetIDNo,FAIDNo,Make,Model,SerialNo,CSI Div,CSI,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Item,ClassPriority,ClassCompliance,ClassInterconnect,ClassWarranty,ClassCondition,ClassBlanket,Takeoff,Callout,Sheet,OM,OMBinderNo,OMTabNo,OMDigital,Submittal,SubmittalDigital,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyStarts,EqWarrantyExpires,LifeCycleDuration,LifeCycleExpires,ServiceContract,ServiceContractCo,DistrictResponsible,OrigContractor,OrigContract,CostEstimateatStart,Unnamed: 51,Unnamed: 52,Item a Consumable ?,Unnamed: 54,Recommend Indiv item Tracking?,Currently Indiv item tracked?,Unnamed: 57,Recommend Waldrop ID Tag?,Currently Waldrop ID Tag?,sheet
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Parking Signage (incl ADA),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Emergency Key Cabinets (i.e. Knox-Box),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Corner Guard / Wall Guard,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Locker room benches,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Signage - Directional,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,10,10-Specialties,,,,,Signage - Rooms,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Classroom,,,,Fixed Projection Screens (motorized and manual),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Glove dispesner,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Coffee Maker (i.e. Airpot; Expresso Machine/Grinder),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Dishwasher,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Food Service Equipment (Other / Specialized),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer / Walk-in Cooler -- Fixed,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer / Walk-in Cooler -- Non-Fixed,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Ice Maker,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Microwave,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Mixer/Blender,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Prep Sink,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Oven,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,POS cash register / point of sale,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Water Filration System,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Food Service Sinks / Dipperwell Assembly,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer Merchandiser,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Garbage disposer,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Hot cabinets,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,General food service millwork,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Parking Control Equipment (i.e. Parking Permit Machine),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Cabinets (with drawers/doors),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Counters (with drawers/doors),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Employee lockers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Faucet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Grease Interceptor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Hot water heater,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Knock Box,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Window Washing Davit Base,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,11,11-Equipment,,,,,Window Washing Equipment,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Office,,,,Systems Furniture / Cubicles,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bench,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bike Rack,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bus Shelter,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Site,,,,Picnic Table,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,Site,,,,Site Furnishings: Trash Can ' Litter Receptacle,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Furniture - Other,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Modular Canopy Shades,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Portable table with stacking chairs,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Auditorium Seating,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Blinds /Shades / Curtains (Window Covering),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Student Chairs,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Student Desks,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Walk off Mat,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,12,12-Furnishings,,,,,Stadium Seating,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Elevator,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Elevator Room Equipment,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Wheelchair Lift,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Hydrant,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Backflow Device,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Sprinkler Heads,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Protection Standpipe Control Valve; Zone Control Riser Valve Assembly,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Condensate Pump / Pump Sched Info,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Domestic Water storage tank on roof; tower,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Hot Water Circ Pump / Pump Sched Info,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Drinking Fountains (ADA etc),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Hot Water Heater,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Toilet / Water Closet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Drinking Fountain - Electric,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Mop Sink / Floor Sink,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Gas Meter,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Hose Bibb,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Lavatory (Bathroom as a Unit to be tracked),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Roof drain / roof receptor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Sink - Classroom,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Sink - Kitchenette,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Urinal,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Valves (inside/outside),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Water Closet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Boiler & tank; Water Heater (see Water Heater Schedule),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Water Meter,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,Floor Drain,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,CHWP (Chilled Water Pipe),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,HWP (Hot Water Pipe),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,22,22-Plumbing,,,,,"Piping, etc",,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,,,,,,,,,,,22,22-Plumbing,,,,,Pump - Sewer Sump,,,,,,,No,SP-1,P2.0,TBD,,Tab 6,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,5,,,,,,,,,,,22,22-Plumbing,,,,,Deionized (D.I.) Water System,,,,,,,No,DI-1,P2.5,TBD,,Tab 4,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Filters,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,AH - Air Handling Unit - see AHU Schedule,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Air Cooled Chiller - CH,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Air Separator Schedule - AS,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Chilled Water Pump,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Condensing Unit,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Controls Panel,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,CWST (ST) - Chilled Water Storage Tank,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Exhast Fan - EF,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Expansion Tank - ET,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Hot Water Pump,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Sensor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Split System - CU (Outside),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Split System - FC (Inside),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Thermostats,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,VAV - Variable Air Volume Terminal Schedule,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Volume Damper,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Operable Gate in Mechanical Screen,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Performance Cert of Compliance Data - HVAC Zones -- See 04-110817 Mech Sheets,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Cert of Compliance Data - Energy Checklist - Opaque Surfaces -- See 04-110817 Mech Sheets,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Exhaust Air,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Return Air,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Supply Air,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Fire Smoke Dampers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Roof Curbs,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Exterior Ductwork,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,23,23-HVAC,,,,,Exterior Grilles,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,16,Office Workstations,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,16,Office Workstations,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,16,Office Workstations,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,18,Briefing Training,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
